,Dates,Year,SALES_REV_TURN,IS_COGS_TO_FE_AND_PP_AND_G,GROSS_PROFIT,IS_OPER_INC,EBITDA,IS_INC_TAX_EXP,EBIT,IS_INT_EXPENSE,IS_INT_INC,IS_NET_INTEREST_EXPENSE,IS_DEPR_EXP,IS_INVEST_INCOME,BS_TOT_ASSET,TOTAL_EQUITY,BS_TOT_LIAB2,BS_ST_DEBT,BS_LT_BORROW,C&CE_AND_STI_DETAILED,BS_SH_OUT,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_ACCT_NOTE_RCV,ACCT_PAYABLE_&_ACCRUALS_DETAILED,BS_ACCT_PAYABLE,BS_ACCTS_REC_EXCL_NOTES_REC,BS_INVENTORIES,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,GICS_SECTOR,GICS_INDUSTRY_GROUP,GICS_INDUSTRY,GICS_SUB_INDUSTRY,ARD_NET_INC,SHORT_TERM_DEBT_DETAILED,LONG_TERM_BORROWINGS_DETAILED,symbol
1196,31/12/2014,2014,511.495,3.004,508.491,-4.804,36.609,-0.066,-4.804,46.828,0,46.828,5.1,NA,796.477,-81.628,878.105,0,589.981,600.263,186.6502,679.573,221.061,57.933,122.995,24.462,57.933,0.358,26.256,-138.439,93.051,NA,NA,NA,NA,-48.481,0,589.981,INCY US EQUITY
1197,31/12/2015,2015,753.751,26.972,726.779,50.651,95.534,1.025,50.651,45.603,0,45.603,11.3,NA,1007.44,171.155,836.285,0,619.893,707.783,186.6502,842.375,168.007,114.45,155.495,30.085,114.45,1.783,89.408,-105.01,84.744,NA,NA,NA,NA,6.531,0,619.893,INCY US EQUITY
1198,31/12/2016,2016,1105.719,58.187,1047.532,144.998,203.423,3.182,144.998,38.745,0,38.745,14.2,NA,1638.597,419.467,1219.13,0,651.481,808.546,188.8488,994.178,273.501,148.758,253.962,75.599,148.758,4.106,304.756,-232.488,44.613,NA,NA,NA,NA,104.222,0,651.481,INCY US EQUITY
1199,31/12/2017,2017,1536.216,79.479,1456.737,-243.734,-191.556,0.852,-243.734,6.9,0,6.9,24.6,NA,2302.582,1630.629,671.953,0,16.608,1169.645,211.2629,1504.854,375.396,266.299,341.155,67.671,266.299,6.482,-92.988,-349.978,690.171,NA,NA,NA,NA,-313.142,0,16.608,INCY US EQUITY
1200,31/12/2018,2018,1881.883,94.123,1787.76,129.223,184.192,5.854,129.223,1.543,0,1.543,32.3,NA,2645.762,1925.967,719.795,0,17.434,1438.323,213.2747,1832.254,425.277,307.598,393.433,103.827,307.598,6.967,336.227,-86.423,14.748,NA,NA,NA,NA,109.493,0,17.434,INCY US EQUITY
1201,31/12/2004,2004,11731.425,7591.246,4140.179,2056.613,2409.896,659.8,2056.613,69.234,25.614,43.62,294.162,NA,11351.934,7627.61,3724.324,NA,921.098,667.39,292.2284,4322.198,1850.971,2054.624,603.811,603.811,2054.624,1281.156,1532.031,-811.327,-1737.797,NA,NA,NA,NA,1338.694,203.523,921.098,ITW US EQUITY
1202,31/12/2005,2005,12790.294,8350.372,4439.922,2140.931,2524.005,686.7,2140.931,94.597,27.861,66.736,299.232,126.278,11445.643,7546.895,3898.748,NA,958.321,370.417,280.8136,4111.605,2000.731,2098.276,560.078,560.078,2098.276,1203.063,1851.543,-789.406,-1359.11,NA,NA,NA,NA,1494.869,252.899,958.321,ITW US EQUITY
1203,31/12/2006,2006,13798.995,8886.89,4912.105,2385.414,2829.32,710.405,2385.414,85.409,30.483,54.926,311.987,NA,13880.439,9017.508,4862.931,NA,955.61,590.207,558.7496,5206.405,2636.584,2471.273,707.656,707.656,2471.273,1482.508,2066.028,-1274.415,-571.823,NA,NA,NA,NA,1717.746,462.721,955.61,ITW US EQUITY
1204,31/12/2007,2007,14871.076,9532.841,5338.235,2448.888,2973.632,692.763,2448.888,101.976,19.416,82.56,333.275,NA,15525.862,9351.325,6174.537,NA,1888.839,827.524,530.0967,6165.655,2960.285,2915.546,854.148,854.148,2915.546,1625.82,2484.297,-924.048,-1322.932,NA,NA,NA,NA,1869.862,410.512,1888.839,ITW US EQUITY
1205,31/12/2008,2008,17100.341,11186.871,5913.47,2502.861,3194.768,660.445,2502.861,154.458,29.392,125.066,366.711,NA,15203.551,7675.091,7528.46,NA,1247.883,742.95,499.115,5753.979,4825.093,2571.987,683.991,683.991,2571.987,1774.697,2222.224,-1763.317,-543.481,NA,NA,NA,NA,1519003,2433.973,1247.883,ITW US EQUITY
1206,31/12/2009,2009,13877.068,9144.852,4732.216,1385.979,2060.904,244.3,1385.979,164.839,17.551,147.288,365.372,NA,16081.984,8817.876,7264.108,205.561,2914.874,1318.772,502.3362,5674.595,2835.638,2491.492,2621.957,689.572,2491.492,1356.233,2146.589,-504.122,-1066.645,NA,NA,NA,NA,947.009,205.561,2914.874,ITW US EQUITY
1207,31/12/2010,2010,15415.692,9996.668,5419.024,2254.017,2802.803,636.4,2254.017,175.163,24.065,151.098,334.786,20.808,16412.311,9571.999,6840.312,74.02,2542.087,1186.367,497.7443,5970.488,3022.852,2581.592,2696.616,749.489,2581.592,1634.856,1488.313,-672.392,-975.72,NA,NA,NA,NA,1502.952,74.02,2542.087,ITW US EQUITY
1208,31/12/2011,2011,14515,9089,5426,2361,2955,448,2361,191,38,153,282,17,17983.514,10034.064,7949.45,239.72,3488.198,1177.875,483.608,6849.346,2976.727,2818.892,2362.995,696.776,2818.892,1715.859,1956,-1579,-385,NA,NA,NA,NA,2071,239.72,3488.198,ITW US EQUITY
1209,31/12/2012,2012,14791,9134,5657,2475,3088,973,2475,213,38,175,277,11,19309,10570,8739,453,4589,2779,455.0517,7960,2651,2742,2184,676,2742,1585,2072,1047,-1518,NA,NA,NA,NA,2870,453,4589,ITW US EQUITY
1210,31/12/2013,2013,14135,8554,5581,2514,3127,717,2514,239,50,189,270,12,19966,9709,10257,1717,2793,3618,430.2356,9816,6034,2365,2156,634,2365,1247,2528,-456,-1233,NA,NA,NA,NA,1679,1717,2793,ITW US EQUITY
1211,31/12/2014,2014,14484,8673,5811,2888,3395,809,2888,250,65,185,262,8,17465,6824,10641,1475,5943,3990,383.1962,7864,3525,2293,2049,512,2293,1180,1616,2842,-4086,NA,NA,NA,NA,2946,1475,5943,ITW US EQUITY
1212,31/12/2015,2015,13405,7888,5517,2867,3344,820,2867,226,52,174,244,-4,15729,5228,10501,525,6896,3090,363.7,6720,2368,2203,1842,449,2203,1086,2299,-210,-2989,NA,NA,NA,NA,1899,525,6896,ITW US EQUITY
1213,31/12/2016,2016,13599,7908,5691,3056,3526,873,3056,237,38,199,246,13,15201,4259,10942,2,7177,2472,346.9,6123,2760,2357,2108,511,2357,1076,2302,-532,-2388,NA,NA,NA,NA,2035,2,7177,ITW US EQUITY
1214,31/12/2017,2017,14314,8306,6008,3485,3947,1583,3485,260,45,215,256,-16,16780,4589,12191,849,7478,3094,341.5,7278,3053,2628,1998,590,2628,1220,2402,-251,-1529,NA,NA,NA,NA,1687,849,7478,ITW US EQUITY
1215,31/12/2018,2018,14768,8604,6164,3584,4045,831,3584,257,35,222,272,-9,14870,3258,11612,1,6029,1504,328.1,5778,3542,2622,1976,524,2622,1318,2811,-325,-4076,NA,NA,NA,NA,2563,1,6029,ITW US EQUITY
1216,31/12/2004,2004,21742,7674,14068,5698,6591,1375,5698,196,157,39,715,NA,31441,15935,15506,NA,1157,6768,2409,12281,11133,2244,4403,4403,2244,1420,5968,-503,-2120,NA,NA,NA,NA,4847,NA,NA,KO US EQUITY
1217,31/12/2005,2005,23104,8195,14909,6085,7017,1818,6085,240,235,5,752,NA,29427,16506,12921,NA,1154,4767,2369,10250,9836,2281,4493,4493,2281,1424,6423,-1496,-6933,NA,NA,NA,NA,4872,NA,NA,KO US EQUITY
1218,31/12/2006,2006,24088,8164,15924,6308,7246,1498,6308,220,193,27,763,NA,29963,10417,12685,NA,1314,2590,2318,8441,8890,2587,929,929,2587,1641,5957,-1700,-6518,NA,NA,NA,NA,5080,NA,NA,KO US EQUITY
1219,31/12/2007,2007,28857,10406,18451,7252,8415,1892,7252,456,236,220,958,NA,43269,14133,20878,NA,3277,4308,2318,12105,13225,3317,6915,6915,3317,2220,7150,-6719,1222,NA,NA,NA,NA,5981,NA,NA,KO US EQUITY
1220,31/12/2008,2008,31944,11374,20570,8446,9674,1632,8446,438,333,105,993,NA,40519,12009,19664,NA,2781,4979,2312,12176,12988,3090,6205,6205,3090,2187,7571,-2363,-4600,NA,NA,NA,NA,5807,NA,NA,KO US EQUITY
1221,31/12/2009,2009,30990,11088,19902,8231,9467,2040,8231,355,249,106,1005,NA,48671,25346,23325,6749,5059,9213,2303,17551,13721,3758,6808,1410,3758,2354,8186,-4149,-1717,NA,NA,NA,NA,6824,6749,5059,KO US EQUITY
1222,31/12/2010,2010,35119,12693,22426,8449,9892,2384,8449,733,317,416,1188,NA,72921,31317,41604,8100,14041,11337,2292,21579,18508,4430,8845,1887,4430,2650,9532,-4405,-3631,NA,NA,NA,NA,11809,8100,14041,KO US EQUITY
1223,31/12/2011,2011,46542,18215,28327,10173,12127,2812,10173,417,483,-66,1654,NA,79974,31921,48053,12871,13656,14035,2263,25497,24283,4920,9165,2172,4920,3092,9474,-2524,-2664,NA,NA,NA,NA,8584,12871,13656,KO US EQUITY
1224,31/12/2012,2012,48017,19053,28964,10779,12761,2723,10779,397,471,-74,1704,NA,86174,33168,53006,16297,14736,16551,4469,30328,27821,4759,9080,1969,4759,3264,10645,-11404,-3602,NA,NA,NA,NA,9019,16297,14736,KO US EQUITY
1225,31/12/2013,2013,46854,18421,28433,10228,12205,2851,10228,463,534,-71,1727,NA,90055,33440,56615,16901,19154,20268,4402,31304,27811,4873,9712,1933,4873,3277,10542,-4214,-4356,NA,NA,NA,NA,8584,16901,19154,KO US EQUITY
1226,31/12/2014,2014,45998,17889,28109,9708,11684,2201,9708,483,594,-111,1716,NA,92023,30561,61462,19130,19063,21675,4366,32986,32374,4466,8722,2089,4466,3100,10615,-7506,-4565,NA,NA,NA,NA,7098,19130,19063,KO US EQUITY
1227,31/12/2015,2015,44294,17482,26812,8728,10698,2239,8728,856,613,243,1735,NA,89996,25764,64232,13129,28311,19900,4324,33395,26929,3941,9543,2795,3941,2902,10528,-6186,-5991,NA,NA,NA,NA,7351,13129,28311,KO US EQUITY
1228,31/12/2016,2016,41863,16465,25398,8626,10413,1586,8626,733,642,91,1575,NA,87270,23220,64050,12498,29684,22201,4288,34010,26532,3856,9590,2682,3856,2675,8796,-999,-6551,NA,NA,NA,NA,6527,12498,29684,KO US EQUITY
1229,31/12/2017,2017,36212,13721,22491,7755,9015,5607,7755,853,679,174,1131,NA,87896,18977,68919,13609,31202,20771,4259,29962,26745,3966,9689,NA,3966,2954,7041,-2312,-7206,NA,NA,NA,NA,1248,13609,31202,KO US EQUITY
1230,31/12/2018,2018,34300,13067,21233,9152,10238,1749,9152,950,689,261,999,NA,83216,19058,64158,13835,25376,16115,4268,24930,28782,3685,9794,NA,3685,3071,7627,5927,-10609,NA,NA,NA,NA,6434,13835,25376,KO US EQUITY
1231,31/12/2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157,-1726,133,NA,NA,NA,NA,313,NA,NA,LUV US EQUITY
1232,31/12/2005,2005,7584,NA,NA,725,1194,295,725,83,47,36,469,NA,14003,6675,7328,NA,1394,2531,801.6416,3620,3848,258,524,524,258,150,2118,-1146,260,NA,NA,NA,NA,484,590,1331,LUV US EQUITY
1233,31/12/2006,2006,9086,NA,NA,934,1449,291,934,77,84,-7,515,NA,13460,6449,7011,NA,1567,1759,783.3094,2601,2887,241,643,643,241,181,1406,-1495,-801,NA,NA,NA,NA,499,110,1516,LUV US EQUITY
1234,31/12/2007,2007,9861,NA,NA,791,1346,413,791,69,44,25,555,NA,16772,6941,9831,NA,2050,2779,734.7975,4443,4838,279,759,759,279,259,2845,-1529,-493,NA,NA,NA,NA,645,28,2011,LUV US EQUITY
1235,31/12/2008,2008,11023,NA,NA,449,1048,100,449,105,26,79,599,NA,14308,4953,9355,0,3498,1803,739.9926,2893,2806,209,668,668,209,203,-1521,-978,1654,NA,NA,NA,NA,178,0,3473,LUV US EQUITY
1236,31/12/2009,2009,10350,NA,NA,262,878,65,262,165,13,152,NA,NA,14269,5454,8815,NA,3325,2593,742.7909,3358,2695,169,1337,732,169,221,985,-1569,330,NA,NA,NA,NA,99,0,3314,LUV US EQUITY
1237,31/12/2010,2010,12104,NA,NA,988,1616,286,988,149,12,137,NA,NA,15463,6237,9226,NA,2875,3538,747.4343,4279,3305,195,1524,739,195,243,1561,-1265,-149,NA,NA,NA,NA,459,0,2875,LUV US EQUITY
1238,31/12/2011,2011,15658,NA,NA,693,1408,145,693,182,10,172,NA,NA,18068,6877,11191,0,3146,3144,772.5606,4345,4533,299,1783,1057,299,401,1356,-1022,-766,NA,NA,NA,NA,178,0,3107,LUV US EQUITY
1239,31/12/2012,2012,17088,NA,NA,623,1467,264,623,126,7,119,NA,NA,18596,6992,11604,NA,2883,2970,730.3195,4227,4650,332,2159,1107,332,469,2064,-833,-947,NA,NA,NA,NA,421,0,2883,LUV US EQUITY
1240,31/12/2013,2013,17699,NA,NA,1278,2145,455,1278,107,6,101,NA,NA,19345,7336,12009,NA,2191,3152,700.4747,4456,5676,419,2455,1247,419,467,2477,-1384,-851,NA,NA,NA,NA,754,0,2191,LUV US EQUITY
1241,31/12/2014,2014,18605,NA,NA,2225,3163,680,2225,107,7,100,NA,NA,20200,6775,13425,NA,2434,2988,675.5941,4404,5923,365,1336,1203,365,342,2902,-1727,-1248,NA,NA,NA,NA,1136,0,2434,LUV US EQUITY
1242,31/12/2015,2015,19820,NA,NA,4116,5131,1298,4116,90,9,81,NA,NA,21312,7358,13954,NA,2541,3051,647.6016,4024,7406,474,2869,178,474,311,3238,-1913,-1024,NA,NA,NA,NA,2181,0,2217,LUV US EQUITY
1243,31/12/2016,2016,20425,NA,NA,3760,4981,1303,3760,75,24,51,NA,NA,23286,8441,14845,0,3378,3305,615.1608,4498,6844,546,1246,138,546,337,4293,-2272,-1924,NA,NA,NA,NA,2244,0,2821,LUV US EQUITY
1244,31/12/2017,2017,21146,NA,NA,3407,4625,-92,3407,65,35,30,NA,NA,25110,9641,15469,NA,4021,3273,552.6034,4815,6863,662,1319,186,662,420,3929,-2408,-1706,NA,NA,NA,NA,3357,0,3320,LUV US EQUITY
1245,31/12/2018,2018,21965,NA,NA,3206,4407,699,3206,93,69,24,NA,NA,26243,9853,16390,NA,3417,3689,552.6034,5028,7905,568,1416,263,568,461,4893,-2038,-2496,NA,NA,NA,NA,2465,0,2771,LUV US EQUITY
1246,31/12/2004,2004,10099,9015,1084,477,643,100,477,99,146,-47,133,NA,8668,4093,4575,NA,836,770,225.7686,1946,2356,797,570,570,NA,NA,891,287,-637,NA,NA,NA,NA,596,NA,NA,MAR US EQUITY
1247,30/12/2005,2005,11550,10242,1308,555,739,94,555,106,79,27,156,NA,8530,3263,5267,NA,1681,203,205.3527,2010,1992,837,946,946,NA,0,837,-130,-1274,NA,NA,NA,NA,669,NA,NA,MAR US EQUITY
1248,29/12/2006,2006,11995,10231,1764,1087,1275,380,1087,124,49,75,155,NA,8588,2618,5970,NA,1818,191,389.5,3319,2522,1060,658,658,NA,1186,970,119,-1099,NA,NA,NA,NA,608,NA,NA,MAR US EQUITY
1249,28/12/2007,2007,12990,11034,1956,1188,1385,441,1188,184,38,146,162,NA,8942,1429,7513,NA,2790,332,354.0432,3572,2876,1148,789,789,NA,1557,778,125,-762,NA,NA,NA,NA,696,NA,NA,MAR US EQUITY
1250,02/01/2009,2009,12879,11256,1623,840,1030,350,840,163,39,124,155,NA,8903,1391,7512,NA,2975,134,349.6,3368,2533,898,704,704,NA,1981,641,-483,-356,NA,NA,NA,NA,362,NA,NA,MAR US EQUITY
1251,01/01/2010,2010,10908,9673,1235,-152,33,-65,-152,118,25,93,151,NA,7933,1142,6791,0,2234,115,358.2,2851,2287,838,1081,562,NA,1444,868,-69,-818,NA,NA,NA,NA,-346,0,2234,MAR US EQUITY
1252,31/12/2010,2010,11691,10216,1475,695,873,93,695,180,19,161,138,NA,8983,1585,7398,0,2691,505,366.9,3382,2501,938,1326,634,NA,1489,1151,-264,-497,NA,NA,NA,NA,458,0,2691,MAR US EQUITY
1253,31/12/2011,2011,12317,10715,1602,526,694,158,526,164,14,150,127,NA,5910,-781,6691,0,1816,102,333,1324,2558,875,1198,548,NA,11,1089,-247,-1245,NA,NA,NA,NA,198,0,1816,MAR US EQUITY
1254,28/12/2012,2012,11814,10190,1624,940,1085,278,940,137,17,120,93,NA,6342,-1285,7627,0,2528,88,310.9,1475,2773,1028,1314,569,NA,10,989,-585,-418,NA,NA,NA,NA,571,0,2528,MAR US EQUITY
1255,31/12/2013,2013,12784,11020,1764,988,1115,271,988,120,23,97,107,NA,6794,-1415,8209,0,3147,126,298,1903,2675,1081,1374,557,NA,0,1140,-519,-583,NA,NA,NA,NA,626,0,3147,MAR US EQUITY
1256,31/12/2014,2014,13796,11830,1966,1159,1307,335,1159,115,30,85,135,NA,6865,-2200,9065,0,3457,104,279.9,1921,3060,1100,2059,605,NA,0,1224,-313,-933,NA,NA,NA,NA,753,0,3457,MAR US EQUITY
1257,31/12/2015,2015,14486,12363,2123,1350,1489,396,1350,167,29,138,132,NA,6082,-3590,9672,0,3807,96,256.3,1384,3233,1103,1981,593,NA,0,1430,367,-1805,NA,NA,NA,NA,859,0,3807,MAR US EQUITY
1258,31/12/2016,2016,17072,14446,2626,1368,1536,404,1368,234,35,199,157,NA,24140,5357,18783,0,8197,858,386.1,3371,5147,1695,2972,687,NA,0,1682,-2409,1489,NA,NA,NA,NA,780,0,8197,MAR US EQUITY
1259,31/12/2017,2017,20452,16639,3813,2504,2783,1523,2504,288,38,250,231,NA,23846,3582,20264,0,7840,383,359.1,2740,5807,1973,3288,783,NA,0,2227,1211,-3896,NA,NA,NA,NA,1459,0,7840,MAR US EQUITY
1260,31/12/2018,2018,20758,17084,3674,2366,2650,438,2366,340,22,318,256,NA,23696,2225,21471,0,8514,316,339.1,2706,6437,2133,3075,767,NA,0,2357,-52,-2374,NA,NA,NA,NA,1907,0,8514,MAR US EQUITY
1261,31/12/2004,2004,11850,8187,3663,1674,NA,574,1674,217,NA,217,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,NA,NA,MAS US EQUITY
1262,31/12/2005,2005,12569,8985,3584,1630,NA,514,1630,247,NA,247,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,MAS US EQUITY
1263,31/12/2006,2006,12718,9212,3506,1456,1700,409,1456,240,NA,240,230,NA,12325,4471,7854,NA,3533,1958,383.89,5115,3389,1613,815,815,1613,1263,1208,-132,-988,NA,NA,NA,NA,488,NA,NA,MAS US EQUITY
1264,31/12/2007,2007,11532,8380,3152,1173,1421,335,1173,258,NA,258,215,NA,10907,4025,6882,NA,3966,922,358.9,3808,1908,1405,714,714,1405,1126,1270,-334,-1143,NA,NA,NA,NA,386,NA,NA,MAS US EQUITY
1265,31/12/2008,2008,9484,7125,2359,557,795,134,557,228,NA,NA,220,NA,9483,2981,6502,NA,3915,1028,351.4,3300,1547,999,531,531,999,941,797,-14,-677,NA,NA,NA,NA,-391,NA,NA,MAS US EQUITY
1266,31/12/2009,2009,7792,5774,2018,55,309,-49,55,225,0,225,NA,NA,9175,2817,6358,0,3604,1413,350.4,3451,1781,983,1417,578,983,743,705,-118,-202,NA,NA,NA,NA,-183,0,3604,MAS US EQUITY
1267,31/12/2010,2010,7486,5653,1833,-463,-184,240,-463,251,0,251,NA,NA,8140,1582,6558,0,4032,1715,348.6,3464,1487,888,1421,602,888,732,465,-109,-54,NA,NA,NA,NA,-1043,0,4032,MAS US EQUITY
1268,31/12/2011,2011,7467,5683,1784,-295,-32,-49,-295,254,0,254,246,NA,7297,742,6555,0,3222,1656,347.9,3429,2363,914,1552,770,914,769,239,-61,-237,NA,NA,NA,NA,-575,0,3222,MAS US EQUITY
1269,31/12/2012,2012,7495,5539,1956,302,516,91,302,254,0,254,192,NA,6875,534,6341,0,3422,1351,349,3217,1862,933,1611,788,933,726,281,-29,-565,NA,NA,NA,NA,-114,0,3422,MAS US EQUITY
1270,31/12/2013,2013,6761,4802,1959,612,798,86,612,235,0,235,147,NA,6957,787,6170,0,3421,1544,349.5,3468,1686,1004,1675,902,1004,765,645,-77,-385,NA,NA,NA,NA,288,0,3421,MAS US EQUITY
1271,31/12/2014,2014,7006,4946,2060,721,888,-361,721,225,0,225,132,NA,7208,1128,6080,0,2919,1685,345,3620,2211,820,1405,721,820,712,602,-100,-342,NA,NA,NA,NA,856,0,2919,MAS US EQUITY
1272,31/12/2015,2015,7142,4889,2253,914,1047,293,914,225,0,225,116,NA,5664,58,5606,0,2403,1716,330.5,3328,2403,853,1397,749,853,687,810,-189,-536,NA,NA,NA,NA,355,0,2403,MAS US EQUITY
1273,31/12/2016,2016,7361,4899,2462,1087,1221,296,1087,229,0,229,124,NA,5137,-103,5240,0,2995,1191,318,2934,1460,917,1456,800,917,712,789,-124,-1143,NA,NA,NA,NA,493,0,2995,MAS US EQUITY
1274,31/12/2017,2017,7642,5030,2612,1194,1321,304,1194,278,0,278,116,NA,5534,183,5351,0,2969,1302,310.4,3263,1667,1066,1551,824,1066,784,751,-25,-522,NA,NA,NA,NA,533,0,2969,MAS US EQUITY
1275,31/12/2018,2018,8359,5670,2689,1211,1367,258,1211,156,0,156,132,NA,5393,69,5324,0,2971,559,293.9,2766,1684,1153,962,926,1153,946,1032,-651,-1016,NA,NA,NA,NA,734,0,2971,MAS US EQUITY
1276,31/12/2004,2004,5102.786,2692.061,2410.725,730.817,913.295,123.531,730.817,77.764,19.683,58.081,176.729,NA,4756.492,2385.812,2370.68,NA,400,1156.835,415.4,2637.15,1727.171,759.033,349.159,349.159,759.033,418.633,570.372,-108.057,-458.161,NA,NA,NA,NA,572.723,NA,NA,MAT US EQUITY
1277,31/12/2005,2005,5179.0161,2806.1479,2372.8682,664.529,839.52,235.03,664.529,76.49,34.211,42.279,341.544,NA,4372.313,2101.733,2270.58,NA,525,997.734,388.6,2412.5,1463.1851,760.643,265.936,265.936,760.643,376.897,466.677,-82.191,-543.587,NA,NA,NA,NA,417.019,NA,NA,MAT US EQUITY
1278,31/12/2006,2006,5650.1558,3038.363,2611.7927,728.818,901.082,90.829,728.818,79.853,30.468,49.385,332.656,NA,4955.8838,2432.974,2522.91,NA,635.714,1205.552,384.3,2850.1379,1582.52,943.813,375.882,375.882,943.813,383.149,875.946,-314.784,-353.344,NA,NA,NA,NA,592.927,NA,NA,MAT US EQUITY
1279,31/12/2007,2007,5970.09,3192.79,2777.3,730.078,902.158,103.405,730.078,70.974,33.305,37.669,321.58,NA,4805.455,2306.742,2498.713,NA,550,901.148,361.4,2592.936,1570.429,991.196,441.145,441.145,991.196,428.71,560.532,-285.29,-579.646,NA,NA,NA,NA,599.993,NA,NA,MAT US EQUITY
1280,31/12/2008,2008,5918.002,3233.596,2684.406,541.792,713.887,108.328,541.792,81.944,25.043,56.901,160.048,NA,4675.039,2117.135,2557.904,NA,750,617.694,358.5,2386.85,1259.974,873.542,421.736,421.736,873.542,485.925,436.338,-311.672,-408.12,NA,NA,NA,NA,379.636,NA,NA,MAT US EQUITY
1281,31/12/2009,2009,5430.846,2716.149,2714.697,731.168,900.998,131.343,731.168,71.843,8.083,63.76,152.065,NA,4780.555,2530.989,2249.566,1.95,700,1116.997,361.9,2554.619,1060.874,749.335,987.892,350.675,749.335,355.663,945.041,-33.529,-412.209,NA,NA,NA,NA,528.704,1.95,700,MAT US EQUITY
1282,31/12/2010,2010,5856.195,2901.222,2954.973,901.902,1067.71,161.962,901.902,64.839,8.434,56.405,149.977,NA,5417.733,2628.584,2789.149,0,950,1281.123,349.1,3226.61,1350.282,1146.106,1089.2,406.27,1146.106,463.838,527.97,-146.65,-217.194,NA,NA,NA,NA,684.863,0,950,MAT US EQUITY
1283,31/12/2011,2011,6266.037,3120.211,3145.826,1041.101,1202.399,202.165,1041.101,75.332,8.093,67.239,147.458,NA,5671.638,2610.603,3061.035,8.018,1500,1369.113,337,3443.707,1038.928,1246.687,976.633,334.999,1246.687,487,664.693,-174.504,-402.199,NA,NA,NA,NA,768.508,8.018,1500,MAT US EQUITY
1284,31/12/2012,2012,6420.881,3011.684,3409.197,1021.015,1195.297,168.581,1021.015,88.835,6.841,81.994,157.536,NA,6526.785,3067.044,3459.741,9.844,1100,1335.711,342.3,3556.805,1716.012,1226.833,1297.588,385.375,1226.833,465.057,1275.65,-900.152,-408.9,NA,NA,NA,NA,776.464,9.844,1100,MAT US EQUITY
1285,31/12/2013,2013,6484.892,3006.009,3478.883,1168.103,1364.496,195.184,1168.103,78.505,5.555,72.95,179.333,NA,6439.626,3251.559,3188.067,4.278,1600,1039.216,339.3,3377.993,1047.44,1260.105,1029.019,375.328,1260.105,568.843,698.426,-242.106,-752.815,NA,NA,NA,NA,903.944,4.278,1600,MAT US EQUITY
1286,31/12/2014,2014,6023.819,3022.797,3001.022,653.714,902.415,88.036,653.714,79.271,7.382,71.889,207.701,NA,6721.983,2949.071,3772.912,0,2100,971.65,338.1,3186.931,1088.886,1094.452,1075.524,430.259,1094.452,561.755,888.564,-708.552,-247.578,NA,NA,NA,NA,498.874,0,2100,MAT US EQUITY
1287,31/12/2015,2015,5702.613,2896.255,2806.358,540.922,806.349,94.499,540.922,85.27,7.23,78.04,233.025,NA,6535.143,2633.254,3901.889,16.914,1784.721,892.814,342,3001.059,1645.529,1145.099,1325.114,651.681,1145.099,587.521,734.557,-282.495,-530.898,NA,NA,NA,NA,369.416,16.914,1784.721,MAT US EQUITY
1288,31/12/2016,2016,5456.65,2902.259,2554.391,519.233,781.573,91.72,519.233,95.118,9.144,85.974,235.797,NA,6493.794,2407.782,4086.012,192.168,2134.271,869.531,342.4,2940.064,1505.573,1115.217,1304.416,664.857,1115.217,613.798,594.509,-311.91,-305.882,NA,NA,NA,NA,318.022,192.168,2134.271,MAT US EQUITY
1289,31/12/2017,2017,4881.951,3061.122,1820.829,-339.44,-64.673,548.849,-339.44,105.214,7.777,97.437,240.818,NA,6238.503,1257.455,4981.048,0,2873.119,1079.221,343.8,3111.588,1623.803,1128.61,1357.642,572.166,1128.61,600.704,-27.614,-235.663,472.967,NA,NA,NA,NA,-1053.836,0,2873.119,MAT US EQUITY
1290,31/12/2018,2018,4510.852,2716.127,1794.725,-236.507,35.425,111.732,-236.507,181.886,6.463,175.423,232.837,NA,5243.465,669.465,4574,4.176,2851.723,594.481,345.3,2352.44,1252.608,970.083,1245.707,537.965,970.083,542.889,-27.317,-160.758,-296.665,NA,NA,NA,NA,-530.993,4.176,2851.723,MAT US EQUITY
1291,31/12/2004,2004,2054.4729,NA,NA,1660.859,NA,332.123,NA,488.266,NA,NA,NA,482.861,33036.2969,6558.7971,26477.4978,NA,8876.8848,22451.3336,139.3913,NA,NA,414.023,NA,NA,NA,NA,881.448,-2310.293,1567.537,NA,NA,NA,NA,843.046,NA,NA,MBI US EQUITY
1292,31/12/2005,2005,2303.34,NA,NA,1839.631,NA,304.185,NA,822.448,NA,NA,NA,530.957,34561.394,6591.644,27969.75,NA,10032.981,25658.531,133.0473,NA,NA,529.8,NA,NA,NA,NA,785.191,-2186.809,1276.915,NA,NA,NA,NA,710.986,NA,NA,MBI US EQUITY
